,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
1015,1642.mp4,1,"[[1.         0.99830959 0.99342951 ... 0.         0.         0.        ]
 [0.99830959 1.         0.99397597 ... 0.         0.         0.        ]
 [0.99342951 0.99397597 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99830959 0.99342951 ... 0.         0.         0.        ]
 [0.99830959 1.         0.99397597 ... 0.         0.         0.        ]
 [0.99342951 0.99397597 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 92 173 134 ...  78 104 103]
 [ 92 173 133 ...  78 104 104]
 [ 92 170 134 ...  76  99  97]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1016,1644.mp4,1,"[[1.         0.95946035 0.96089255 ... 0.         0.         0.        ]
 [0.95946035 1.         0.99871895 ... 0.         0.         0.        ]
 [0.96089255 0.99871895 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.95946035 0.96089255 ... 0.         0.         0.        ]
 [0.95946035 1.         0.99871895 ... 0.         0.         0.        ]
 [0.96089255 0.99871895 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[121 208 185 ...  34  80  69]
 [103 211 158 ...  66 119 119]
 [103 211 157 ...  66 119 119]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1017,1645.mp4,0,"[[1.         0.9943543  0.98983963 ... 0.         0.         0.        ]
 [0.9943543  1.         0.99706485 ... 0.         0.         0.        ]
 [0.98983963 0.99706485 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9943543  0.98983963 ... 0.         0.         0.        ]
 [0.9943543  1.         0.99706485 ... 0.         0.         0.        ]
 [0.98983963 0.99706485 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[162  42 233 ...  75 141 159]
 [166  44 236 ...  77 144 157]
 [170  48 239 ...  76 143 157]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1018,1646.mp4,0,"[[1.         0.99879243 0.99876811 ... 0.         0.         0.        ]
 [0.99879243 1.         0.99881651 ... 0.         0.         0.        ]
 [0.99876811 0.99881651 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99879243 0.99876811 ... 0.         0.         0.        ]
 [0.99879243 1.         0.99881651 ... 0.         0.         0.        ]
 [0.99876811 0.99881651 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[182  53 253 ...  84 134 127]
 [181  53 252 ...  84 134 126]
 [181  52 252 ...  85 134 127]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1019,1649.mp4,1,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 1.         0.99314352 0.99478526]
 [0.         0.         0.         ... 0.99314352 1.         0.99632954]
 [0.         0.         0.         ... 0.99478526 0.99632954 1.        ]]","[[1.         0.99829286 0.99209117 ... 0.         0.         0.        ]
 [0.99829286 1.         0.9926643  ... 0.         0.         0.        ]
 [0.99209117 0.9926643  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [140 221 179 ... 189 226 225]
 [140 221 180 ... 189 226 225]
 [141 222 181 ... 190 227 226]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1020,1650.mp4,0,"[[1.         0.99887669 0.99639175 ... 0.         0.         0.        ]
 [0.99887669 1.         0.99844936 ... 0.         0.         0.        ]
 [0.99639175 0.99844936 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99887669 0.99639175 ... 0.         0.         0.        ]
 [0.99887669 1.         0.99844936 ... 0.         0.         0.        ]
 [0.99639175 0.99844936 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[183  19 219 ... 153 186 193]
 [183  19 218 ... 150 184 191]
 [184  19 219 ... 149 182 189]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1021,1652.mp4,0,"[[1.         0.97293517 0.97293114 ... 0.95977234 0.93806583 0.9632328 ]
 [0.97293517 1.         0.9999989  ... 0.95551778 0.91985159 0.95876718]
 [0.97293114 0.9999989  1.         ... 0.95551561 0.91985637 0.95876555]
 ...
 [0.95977234 0.95551778 0.95551561 ... 1.         0.92611072 0.99733197]
 [0.93806583 0.91985159 0.91985637 ... 0.92611072 1.         0.92594847]
 [0.9632328  0.95876718 0.95876555 ... 0.99733197 0.92594847 1.        ]]","[[1.         0.97293517 0.97293114 ... 0.95977234 0.93806583 0.9632328 ]
 [0.97293517 1.         0.9999989  ... 0.95551778 0.91985159 0.95876718]
 [0.97293114 0.9999989  1.         ... 0.95551561 0.91985637 0.95876555]
 ...
 [0.95977234 0.95551778 0.95551561 ... 1.         0.92611072 0.99733197]
 [0.93806583 0.91985159 0.91985637 ... 0.92611072 1.         0.92594847]
 [0.9632328  0.95876718 0.95876555 ... 0.99733197 0.92594847 1.        ]]","[[152 220 192 ...  46  89  84]
 [155 225 195 ...  45  85  79]
 [155 225 195 ...  45  85  79]
 ...
 [149 216 184 ...  40  71  73]
 [149 219 185 ...  35  75  74]
 [148 216 182 ...  41  71  72]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1022,1653.mp4,0,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         1.         ... 0.86876097 0.86595178 0.86699162]
 ...
 [0.         0.         0.86876097 ... 1.         0.99169435 0.99425816]
 [0.         0.         0.86595178 ... 0.99169435 1.         0.9990856 ]
 [0.         0.         0.86699162 ... 0.99425816 0.9990856  1.        ]]","[[1.         0.93669198 0.92587159 ... 0.         0.         0.        ]
 [0.93669198 1.         0.99004454 ... 0.         0.         0.        ]
 [0.92587159 0.99004454 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [201  84 252 ... 125 185 183]
 ...
 [214  65  14 ... 132 187 186]
 [213  65  13 ... 135 192 192]
 [214  66  14 ... 136 192 192]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1023,1654.mp4,0,"[[1.         0.99827919 0.99682856 ... 0.         0.         0.        ]
 [0.99827919 1.         0.99951021 ... 0.         0.         0.        ]
 [0.99682856 0.99951021 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99827919 0.99682856 ... 0.         0.         0.        ]
 [0.99827919 1.         0.99951021 ... 0.         0.         0.        ]
 [0.99682856 0.99951021 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[210   9 236 ... 196 232 220]
 [210   9 235 ... 197 232 221]
 [210   8 235 ... 198 233 222]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1024,1655.mp4,0,"[[1.         0.99970234 0.99926525 ... 0.         0.         0.        ]
 [0.99970234 1.         0.99935662 ... 0.         0.         0.        ]
 [0.99926525 0.99935662 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99970234 0.99926525 ... 0.         0.         0.        ]
 [0.99970234 1.         0.99935662 ... 0.         0.         0.        ]
 [0.99926525 0.99935662 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[196  46   2 ... 211   6 255]
 [197  46   3 ... 213   7   0]
 [197  46   3 ... 212   7 255]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1025,1657.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1026,1658.mp4,1,"[[1.         0.99843405 0.99744225 ... 0.         0.         0.        ]
 [0.99843405 1.         0.99521488 ... 0.         0.         0.        ]
 [0.99744225 0.99521488 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99843405 0.99744225 ... 0.         0.         0.        ]
 [0.99843405 1.         0.99521488 ... 0.         0.         0.        ]
 [0.99744225 0.99521488 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[179  43 236 ... 208  10   4]
 [178  43 235 ... 209  11   6]
 [178  42 234 ... 210  11   5]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1027,1659.mp4,1,"[[1.         0.99426908 0.9850293  ... 0.         0.         0.        ]
 [0.99426908 1.         0.98218417 ... 0.         0.         0.        ]
 [0.9850293  0.98218417 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99426908 0.9850293  ... 0.         0.         0.        ]
 [0.99426908 1.         0.98218417 ... 0.         0.         0.        ]
 [0.9850293  0.98218417 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[135 209 175 ...  28  62  58]
 [136 211 175 ...  29  61  58]
 [126 198 162 ...  36  69  59]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1028,1660.mp4,1,"[[1.         0.99893133 0.99938151 ... 0.         0.         0.        ]
 [0.99893133 1.         0.9992127  ... 0.         0.         0.        ]
 [0.99938151 0.9992127  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99893133 0.99938151 ... 0.         0.         0.        ]
 [0.99893133 1.         0.9992127  ... 0.         0.         0.        ]
 [0.99938151 0.9992127  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[117 203 156 ... 191 241 236]
 [117 203 157 ... 191 241 236]
 [117 203 157 ... 190 240 235]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1029,1661.mp4,1,"[[1.         0.99846664 0.99862834 ... 0.99466372 0.97848073 0.97545363]
 [0.99846664 1.         0.99956751 ... 0.99271144 0.97616385 0.97329355]
 [0.99862834 0.99956751 1.         ... 0.99397778 0.9777418  0.97462521]
 ...
 [0.99466372 0.99271144 0.99397778 ... 1.         0.98444309 0.98099757]
 [0.97848073 0.97616385 0.9777418  ... 0.98444309 1.         0.99827974]
 [0.97545363 0.97329355 0.97462521 ... 0.98099757 0.99827974 1.        ]]","[[1.         0.99846664 0.99862834 ... 0.99466372 0.97848073 0.97545363]
 [0.99846664 1.         0.99956751 ... 0.99271144 0.97616385 0.97329355]
 [0.99862834 0.99956751 1.         ... 0.99397778 0.9777418  0.97462521]
 ...
 [0.99466372 0.99271144 0.99397778 ... 1.         0.98444309 0.98099757]
 [0.97848073 0.97616385 0.9777418  ... 0.98444309 1.         0.99827974]
 [0.97545363 0.97329355 0.97462521 ... 0.98099757 0.99827974 1.        ]]","[[131 183 154 ...   4  29  30]
 [131 184 156 ...   5  28  29]
 [131 184 156 ...   5  28  29]
 ...
 [137 193 163 ... 255  25  25]
 [137 193 163 ... 255  26  27]
 [137 193 163 ... 254  26  27]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1030,1663.mp4,1,"[[1.         0.98662823 0.9891497  ... 0.         0.         0.        ]
 [0.98662823 1.         0.99659153 ... 0.         0.         0.        ]
 [0.9891497  0.99659153 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98662823 0.9891497  ... 0.         0.         0.        ]
 [0.98662823 1.         0.99659153 ... 0.         0.         0.        ]
 [0.9891497  0.99659153 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[117 232 180 ...  60 120 110]
 [114 233 178 ...  61 121 112]
 [115 234 179 ...  59 120 112]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1031,1664.mp4,1,"[[1.         0.99372159 0.99737434 ... 0.98519374 0.98681113 0.9874574 ]
 [0.99372159 1.         0.9940094  ... 0.98125827 0.98199154 0.98328446]
 [0.99737434 0.9940094  1.         ... 0.9833597  0.98623888 0.98511591]
 ...
 [0.98519374 0.98125827 0.9833597  ... 1.         0.99500475 0.99811501]
 [0.98681113 0.98199154 0.98623888 ... 0.99500475 1.         0.99514799]
 [0.9874574  0.98328446 0.98511591 ... 0.99811501 0.99514799 1.        ]]","[[1.         0.99372159 0.99737434 ... 0.98519374 0.98681113 0.9874574 ]
 [0.99372159 1.         0.9940094  ... 0.98125827 0.98199154 0.98328446]
 [0.99737434 0.9940094  1.         ... 0.9833597  0.98623888 0.98511591]
 ...
 [0.98519374 0.98125827 0.9833597  ... 1.         0.99500475 0.99811501]
 [0.98681113 0.98199154 0.98623888 ... 0.99500475 1.         0.99514799]
 [0.9874574  0.98328446 0.98511591 ... 0.99811501 0.99514799 1.        ]]","[[135 195 159 ... 232   9  12]
 [136 196 159 ... 231   9  11]
 [135 195 158 ... 231   9  11]
 ...
 [129 195 157 ... 208 255 254]
 [129 196 158 ... 208 254 253]
 [130 196 159 ... 207 254 253]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
