,Unnamed: 0,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
268,268,626.mp4,0,"[[1.         0.95679067 0.95679067 ... 0.         0.         0.        ]
 [0.95679067 1.         1.         ... 0.         0.         0.        ]
 [0.95679067 1.         1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.95679067 0.95679067 ... 0.         0.         0.        ]
 [0.95679067 1.         1.         ... 0.         0.         0.        ]
 [0.95679067 1.         1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[186  23 237 ...  63 116 120]
 [144 241 190 ...  52 110 113]
 [144 241 190 ...  52 110 113]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
269,269,634.mp4,0,"[[1.         0.97256871 0.96876105 ... 0.         0.         0.        ]
 [0.97256871 1.         0.99241886 ... 0.         0.         0.        ]
 [0.96876105 0.99241886 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97256871 0.96876105 ... 0.         0.         0.        ]
 [0.97256871 1.         0.99241886 ... 0.         0.         0.        ]
 [0.96876105 0.99241886 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[163 204 184 ... 194 216 212]
 [162 200 181 ... 191 212 208]
 [163 200 181 ... 192 212 208]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
270,270,638.mp4,0,"[[1.         0.98176432 0.99860411 ... 0.         0.         0.        ]
 [0.98176432 1.         0.98319565 ... 0.         0.         0.        ]
 [0.99860411 0.98319565 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98176432 0.99860411 ... 0.         0.         0.        ]
 [0.98176432 1.         0.98319565 ... 0.         0.         0.        ]
 [0.99860411 0.98319565 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[109 227 159 ... 167 193 197]
 [106 221 159 ... 170 212 212]
 [108 226 157 ... 167 191 196]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
271,271,64.mp4,0,"[[1.         0.99994991 0.99737819 ... 0.98921715 0.99228145 0.99162418]
 [0.99994991 1.         0.99744855 ... 0.98927502 0.99240605 0.9917181 ]
 [0.99737819 0.99744855 1.         ... 0.98950657 0.99197439 0.99039969]
 ...
 [0.98921715 0.98927502 0.98950657 ... 1.         0.994821   0.99301133]
 [0.99228145 0.99240605 0.99197439 ... 0.994821   1.         0.99821705]
 [0.99162418 0.9917181  0.99039969 ... 0.99301133 0.99821705 1.        ]]","[[1.         0.99994991 0.99737819 ... 0.98921715 0.99228145 0.99162418]
 [0.99994991 1.         0.99744855 ... 0.98927502 0.99240605 0.9917181 ]
 [0.99737819 0.99744855 1.         ... 0.98950657 0.99197439 0.99039969]
 ...
 [0.98921715 0.98927502 0.98950657 ... 1.         0.994821   0.99301133]
 [0.99228145 0.99240605 0.99197439 ... 0.994821   1.         0.99821705]
 [0.99162418 0.9917181  0.99039969 ... 0.99301133 0.99821705 1.        ]]","[[154 218 187 ...  27  57  58]
 [155 218 187 ...  27  57  58]
 [152 217 184 ...  26  56  57]
 ...
 [154 217 190 ...  30  59  60]
 [152 215 187 ...  29  59  60]
 [152 216 187 ...  28  59  59]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
272,272,647.mp4,0,"[[1.         0.99698288 0.95192789 ... 0.         0.         0.        ]
 [0.99698288 1.         0.95263185 ... 0.         0.         0.        ]
 [0.95192789 0.95263185 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99698288 0.95192789 ... 0.         0.         0.        ]
 [0.99698288 1.         0.95263185 ... 0.         0.         0.        ]
 [0.95192789 0.95263185 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[134   8 193 ... 140 223 218]
 [131   7 192 ... 144 227 219]
 [106 231 181 ... 105 155 155]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
273,273,648.mp4,0,"[[1.         0.97847161 0.99040843 ... 0.         0.         0.        ]
 [0.97847161 1.         0.97883938 ... 0.         0.         0.        ]
 [0.99040843 0.97883938 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97847161 0.99040843 ... 0.         0.         0.        ]
 [0.97847161 1.         0.97883938 ... 0.         0.         0.        ]
 [0.99040843 0.97883938 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 98 211 148 ... 119 194 177]
 [103 217 156 ... 126 193 184]
 [113 223 166 ... 129 204 187]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
274,274,659.mp4,0,"[[1.         0.99675563 0.99418163 ... 0.         0.         0.        ]
 [0.99675563 1.         0.99690676 ... 0.         0.         0.        ]
 [0.99418163 0.99690676 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99675563 0.99418163 ... 0.         0.         0.        ]
 [0.99675563 1.         0.99690676 ... 0.         0.         0.        ]
 [0.99418163 0.99690676 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[193  92   3 ... 216  30  41]
 [201 100  16 ... 213  23  33]
 [209 107  27 ... 213  22  32]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
275,275,660.mp4,0,"[[1.         0.97819059 0.98164946 ... 0.         0.         0.        ]
 [0.97819059 1.         0.98754941 ... 0.         0.         0.        ]
 [0.98164946 0.98754941 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97819059 0.98164946 ... 0.         0.         0.        ]
 [0.97819059 1.         0.98754941 ... 0.         0.         0.        ]
 [0.98164946 0.98754941 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[168 234 208 ... 242  34  33]
 [169 229 203 ... 244  30  25]
 [171 233 206 ... 241  29  26]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
276,276,661.mp4,0,"[[1.         0.99893457 0.99875542 ... 0.         0.         0.        ]
 [0.99893457 1.         0.99789911 ... 0.         0.         0.        ]
 [0.99875542 0.99789911 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99893457 0.99875542 ... 0.         0.         0.        ]
 [0.99893457 1.         0.99789911 ... 0.         0.         0.        ]
 [0.99875542 0.99789911 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[177  21 228 ... 142 189 186]
 [178  21 227 ... 143 189 186]
 [178  21 228 ... 143 190 187]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
277,277,666.mp4,0,"[[1.         0.99864477 0.99437636 ... 0.97673069 0.97706636 0.97602909]
 [0.99864477 1.         0.99489956 ... 0.97773458 0.97621908 0.97529366]
 [0.99437636 0.99489956 1.         ... 0.97560822 0.97524325 0.97393114]
 ...
 [0.97673069 0.97773458 0.97560822 ... 1.         0.98710077 0.98690471]
 [0.97706636 0.97621908 0.97524325 ... 0.98710077 1.         0.99832425]
 [0.97602909 0.97529366 0.97393114 ... 0.98690471 0.99832425 1.        ]]","[[1.         0.99864477 0.99437636 ... 0.97673069 0.97706636 0.97602909]
 [0.99864477 1.         0.99489956 ... 0.97773458 0.97621908 0.97529366]
 [0.99437636 0.99489956 1.         ... 0.97560822 0.97524325 0.97393114]
 ...
 [0.97673069 0.97773458 0.97560822 ... 1.         0.98710077 0.98690471]
 [0.97706636 0.97621908 0.97524325 ... 0.98710077 1.         0.99832425]
 [0.97602909 0.97529366 0.97393114 ... 0.98690471 0.99832425 1.        ]]","[[176  32 235 ...  23  69  70]
 [176  32 236 ...  24  68  71]
 [174  31 233 ...  22  66  69]
 ...
 [206  63   8 ...  64 112 109]
 [208  62  11 ...  70 112 108]
 [209  63  12 ...  70 112 109]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
278,278,672.mp4,0,"[[1.         0.99916357 0.99223029 ... 0.9672699  0.97091893 0.9673722 ]
 [0.99916357 1.         0.99435134 ... 0.96847915 0.97155571 0.96861384]
 [0.99223029 0.99435134 1.         ... 0.97065753 0.97224159 0.97084187]
 ...
 [0.9672699  0.96847915 0.97065753 ... 1.         0.99106274 0.99953501]
 [0.97091893 0.97155571 0.97224159 ... 0.99106274 1.         0.99177972]
 [0.9673722  0.96861384 0.97084187 ... 0.99953501 0.99177972 1.        ]]","[[1.         0.99916357 0.99223029 ... 0.9672699  0.97091893 0.9673722 ]
 [0.99916357 1.         0.99435134 ... 0.96847915 0.97155571 0.96861384]
 [0.99223029 0.99435134 1.         ... 0.97065753 0.97224159 0.97084187]
 ...
 [0.9672699  0.96847915 0.97065753 ... 1.         0.99106274 0.99953501]
 [0.97091893 0.97155571 0.97224159 ... 0.99106274 1.         0.99177972]
 [0.9673722  0.96861384 0.97084187 ... 0.99953501 0.99177972 1.        ]]","[[155 223 194 ...  50  77  84]
 [156 224 195 ...  50  77  84]
 [159 225 198 ...  48  78  85]
 ...
 [115 187 149 ...  70 100 102]
 [116 186 148 ...  66  98  99]
 [115 187 149 ...  70 100 101]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
279,279,677.mp4,0,"[[1.         0.99856741 0.98908149 ... 0.         0.         0.        ]
 [0.99856741 1.         0.99045366 ... 0.         0.         0.        ]
 [0.98908149 0.99045366 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99856741 0.98908149 ... 0.         0.         0.        ]
 [0.99856741 1.         0.99045366 ... 0.         0.         0.        ]
 [0.98908149 0.99045366 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[146 237 197 ... 159 195 191]
 [146 237 197 ... 157 193 190]
 [146 235 197 ... 152 185 182]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
280,280,680.mp4,0,"[[1.         0.99808431 0.99810941 ... 0.96643377 0.96951794 0.96956795]
 [0.99808431 1.         0.99939493 ... 0.96459819 0.96723792 0.96741586]
 [0.99810941 0.99939493 1.         ... 0.96619502 0.9685719  0.96876019]
 ...
 [0.96643377 0.96459819 0.96619502 ... 1.         0.99718541 0.99766144]
 [0.96951794 0.96723792 0.9685719  ... 0.99718541 1.         0.99986902]
 [0.96956795 0.96741586 0.96876019 ... 0.99766144 0.99986902 1.        ]]","[[1.         0.99808431 0.99810941 ... 0.96643377 0.96951794 0.96956795]
 [0.99808431 1.         0.99939493 ... 0.96459819 0.96723792 0.96741586]
 [0.99810941 0.99939493 1.         ... 0.96619502 0.9685719  0.96876019]
 ...
 [0.96643377 0.96459819 0.96619502 ... 1.         0.99718541 0.99766144]
 [0.96951794 0.96723792 0.9685719  ... 0.99718541 1.         0.99986902]
 [0.96956795 0.96741586 0.96876019 ... 0.99766144 0.99986902 1.        ]]","[[164 228 205 ...  29  57  56]
 [164 228 206 ...  29  56  55]
 [164 228 206 ...  29  57  55]
 ...
 [152 220 187 ...  47  70  68]
 [152 221 188 ...  46  70  68]
 [152 221 188 ...  46  69  68]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
281,281,683.mp4,0,"[[1.         0.99905176 0.997915   ... 0.         0.         0.        ]
 [0.99905176 1.         0.99935668 ... 0.         0.         0.        ]
 [0.997915   0.99935668 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99905176 0.997915   ... 0.         0.         0.        ]
 [0.99905176 1.         0.99935668 ... 0.         0.         0.        ]
 [0.997915   0.99935668 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[200 103  29 ... 152 221 236]
 [199 100  29 ... 149 220 232]
 [197  97  29 ... 146 221 231]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
282,282,689.mp4,0,"[[1.         0.99702205 0.99376052 ... 0.         0.         0.        ]
 [0.99702205 1.         0.99793093 ... 0.         0.         0.        ]
 [0.99376052 0.99793093 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99702205 0.99376052 ... 0.         0.         0.        ]
 [0.99702205 1.         0.99793093 ... 0.         0.         0.        ]
 [0.99376052 0.99793093 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[193 102  21 ... 101 210 201]
 [194 105  24 ... 102 213 204]
 [196 107  26 ... 100 212 204]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
283,283,696.mp4,0,"[[1.         0.97961739 0.97688507 ... 0.         0.         0.        ]
 [0.97961739 1.         0.99480193 ... 0.         0.         0.        ]
 [0.97688507 0.99480193 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97961739 0.97688507 ... 0.         0.         0.        ]
 [0.97961739 1.         0.99480193 ... 0.         0.         0.        ]
 [0.97688507 0.99480193 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[102 215 156 ... 104 156 152]
 [115 222 165 ... 106 162 165]
 [114 223 166 ... 108 165 167]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
284,284,703.mp4,0,"[[1.         0.99908315 0.99909662 ... 0.         0.         0.        ]
 [0.99908315 1.         0.99997776 ... 0.         0.         0.        ]
 [0.99909662 0.99997776 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99908315 0.99909662 ... 0.         0.         0.        ]
 [0.99908315 1.         0.99997776 ... 0.         0.         0.        ]
 [0.99909662 0.99997776 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[221  94  27 ... 205   3   3]
 [219  93  27 ... 206   4   5]
 [219  93  26 ... 207   5   5]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
285,285,705.mp4,0,"[[1.         0.97736386 0.977221   ... 0.         0.         0.        ]
 [0.97736386 1.         0.99015986 ... 0.         0.         0.        ]
 [0.977221   0.99015986 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97736386 0.977221   ... 0.         0.         0.        ]
 [0.97736386 1.         0.99015986 ... 0.         0.         0.        ]
 [0.977221   0.99015986 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 88 191 124 ...  62 118 117]
 [ 84 186 119 ...  69 125 123]
 [ 78 184 120 ...  68 121 117]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
